Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ISR,Israel,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,402.85,382.76,438.23,451.66,440.84,475.64,451.66,511.74,485.92,465.73,430.18,451.35,436.38,443.34,409.78,365.28,383.92,204.04,200.20,,,
ITA,Italy,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,314.56,316.96,313.79,309.09,295.05,304.66,294.94,292.23,294.49,287.13,282.69,278.20,278.33,290.19,287.11,285.79,278.23,268.96,264.11,,,
JAM,Jamaica,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,561.69,549.83,534.20,507.47,513.41,563.84,593.29,625.59,586.19,582.74,609.96,619.83,595.02,589.71,581.21,543.78,631.79,716.06,618.43,,,
JOR,Jordan,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,996.70,921.91,972.59,917.03,984.12,921.55,944.70,929.35,909.97,881.68,900.28,882.51,880.32,874.19,886.91,896.43,818.87,782.58,723.40,,,
JPN,Japan,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,339.14,330.00,334.18,329.16,345.62,342.10,339.42,333.08,328.00,339.42,335.97,330.58,333.69,334.58,331.54,319.71,311.70,309.30,302.19,,,
KAZ,Kazakhstan,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,2675.18,2492.97,2573.49,2343.04,1967.28,1781.62,1752.81,1589.78,1588.04,1619.69,1515.39,1403.51,1433.29,1345.07,1317.12,1431.58,1444.07,,,
KEN,Kenya,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,174.77,143.21,165.25,188.65,189.86,209.51,248.44,219.08,257.55,255.15,259.75,225.09,190.40,156.80,168.38,178.57,187.80,180.21,187.58,,,
KGZ,Kyrgyz Republic,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,1235.27,1117.32,1020.36,796.27,928.88,829.01,862.28,651.67,613.55,486.30,623.67,634.40,629.83,583.48,564.32,649.69,575.87,,,
KHM,Cambodia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,61.12,63.35,158.71,170.54,189.10,210.90,185.36,174.97,189.87,192.53,194.04,196.68,184.78,182.59,180.58,175.40,,,
KIR,Kiribati,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,157.58,164.69,159.61,155.53,148.21,150.06,235.88,178.91,181.37,159.00,166.80,133.85,126.04,120.61,119.53,119.17,133.65,149.75,134.59,,,
KNA,St. Kitts and Nevis,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,184.55,204.25,197.71,213.17,211.64,221.16,223.55,209.37,207.00,196.75,191.42,334.96,358.09,396.02,380.19,371.60,352.21,366.79,350.54,,,
KOR,"Korea, Rep.",EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,499.66,502.87,507.06,528.63,522.79,521.69,527.35,531.74,490.82,486.70,491.16,480.87,474.64,461.88,457.14,422.09,408.15,410.91,410.52,,,
KSV,Kosovo,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
KWT,Kuwait,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,396.06,493.02,532.99,742.87,699.45,706.72,705.61,749.77,794.02,735.36,682.66,680.38,696.28,699.14,619.26,601.99,,,,
LAC,Latin America & Caribbean,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,324.18,315.90,312.06,311.18,310.74,314.28,315.78,314.52,320.06,325.77,309.54,315.85,316.72,315.10,301.20,297.36,288.24,284.97,285.55,,,
LAO,Lao PDR,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,59.28,61.28,63.94,60.37,60.22,59.01,93.69,117.69,140.92,132.40,147.04,157.30,163.96,158.36,153.26,146.11,143.32,135.10,125.28,,,
LBN,Lebanon,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,538.42,406.71,465.38,446.46,451.87,453.32,436.86,506.97,506.02,521.57,476.00,483.38,462.74,509.20,437.73,451.52,384.54,369.07,372.48,,,
LBR,Liberia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,461.33,317.81,495.87,824.11,1041.37,1137.79,1048.24,524.38,441.82,376.45,321.07,359.22,346.40,533.66,613.41,688.14,654.15,534.39,447.72,,,
LBY,Libya,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,741.74,753.48,808.23,763.55,697.61,683.86,644.21,628.01,597.11,619.07,,,
LCA,St. Lucia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,172.58,175.55,195.44,210.95,241.55,276.08,277.30,260.84,242.37,245.25,253.72,294.15,256.47,276.78,259.36,256.27,242.03,248.77,253.74,,,
LIC,Low income,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,825.50,839.67,876.16,881.84,858.52,832.58,804.61,724.37,342.35,350.15,349.89,337.06,321.74,314.43,313.90,306.16,304.62,274.55,270.21,,,
LIE,Liechtenstein,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
LKA,Sri Lanka,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,109.29,112.50,134.12,121.64,127.08,129.11,149.16,151.35,149.50,157.62,177.00,181.27,187.34,171.24,182.28,166.94,156.37,153.55,138.46,,,
LMC,Lower middle income,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,620.18,660.65,705.36,682.10,651.90,640.78,633.31,616.07,598.87,600.24,605.09,596.54,591.48,590.64,574.55,551.83,525.55,519.21,523.86,,,
LMY,Low & middle income,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,793.95,812.72,838.22,818.19,793.92,788.38,771.21,733.87,694.82,678.27,660.21,649.44,639.37,666.38,671.49,659.12,646.54,623.77,612.46,,,
LSO,Lesotho,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
LTU,Lithuania,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,644.67,607.76,668.31,603.97,557.45,505.77,496.21,424.03,365.92,363.02,347.42,308.04,296.08,288.55,273.17,263.37,255.76,,,
LUX,Luxembourg,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,606.99,600.32,654.67,575.97,523.94,422.02,420.09,372.07,324.64,312.86,309.15,314.18,331.46,343.55,367.15,356.44,339.11,304.81,291.03,,,
LVA,Latvia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,878.91,794.41,725.89,626.70,598.29,488.24,441.50,355.89,304.64,313.12,285.43,283.74,262.70,238.99,225.23,213.90,213.87,,,
MAC,"Macao SAR, China",EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,136.28,138.94,121.80,126.74,131.30,122.41,139.97,148.72,162.71,163.12,164.59,164.99,135.51,119.55,105.55,105.01,80.07,61.04,46.03,,,
MAF,St. Martin (French part),EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,350.46,347.81,377.85,413.64,393.72,431.88,395.27,412.92,385.67,396.99,399.63,413.32,405.77,374.75,386.42,395.88,377.41,386.58,378.98,,,
MCO,Monaco,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
MDA,Moldova,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,2078.83,1568.03,1755.42,1648.05,1789.72,1085.40,1025.34,762.24,582.42,580.45,577.78,583.40,576.57,576.50,561.30,511.01,483.09,,,
MDG,Madagascar,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,84.36,98.08,94.28,94.61,116.41,114.13,120.15,139.65,137.26,145.26,134.97,118.34,96.14,124.47,130.35,109.75,104.05,104.07,102.87,,,
MDV,Maldives,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,432.50,459.93,478.84,396.88,516.56,527.99,589.16,662.27,529.03,607.53,574.96,624.33,601.82,580.77,,,
MEX,Mexico,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,386.59,383.44,376.66,368.17,374.11,379.94,371.52,354.53,347.83,342.64,323.28,332.74,327.64,332.61,322.55,333.29,323.55,319.16,332.60,,,
MHL,Marshall Islands,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
MIC,Middle income,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,792.00,811.28,836.77,816.01,791.82,786.90,770.08,734.14,706.07,688.79,670.04,659.44,649.48,677.52,682.76,670.21,657.16,634.46,622.95,,,
MKD,"Macedonia, FYR",EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,771.05,799.55,823.96,862.73,923.58,824.60,947.00,842.77,829.55,864.11,780.86,785.45,746.79,720.89,672.67,659.53,655.17,,,
MLI,Mali,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,73.11,74.45,69.88,73.18,73.69,70.48,70.95,71.45,66.44,64.90,63.32,56.86,55.33,50.13,51.40,48.77,46.31,45.26,44.20,,,
MLT,Malta,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,448.25,426.12,417.88,472.68,445.55,424.76,450.50,467.68,294.41,307.57,257.60,315.31,284.15,320.03,316.26,318.78,293.39,299.45,274.26,,,
MMR,Myanmar,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
MNA,Middle East & North Africa,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,581.24,574.45,589.06,590.86,648.63,644.90,610.03,601.43,621.38,590.18,597.74,594.93,587.30,630.84,617.49,620.54,617.91,602.78,604.58,,,
MNE,Montenegro,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,398.04,440.35,316.34,293.71,,,
MNG,Mongolia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,1881.43,2504.43,2504.55,2174.69,1819.92,1702.95,1690.38,1560.21,1509.07,1434.86,1409.65,1438.12,1443.38,1307.71,1258.18,1208.30,1193.23,1210.51,1146.70,,,
MNP,Northern Mariana Islands,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,184.77,180.65,185.61,183.97,171.14,172.91,150.90,147.97,134.44,130.38,146.49,153.33,141.56,161.27,149.77,131.06,131.02,158.77,133.58,,,
MRT,Mauritania,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,862.26,873.92,918.46,872.91,949.50,826.04,784.45,817.52,294.64,298.09,291.78,304.45,331.27,322.68,340.88,332.09,280.60,347.18,343.58,,,
MUS,Mauritius,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,226.38,225.46,237.69,234.93,206.49,223.03,225.19,218.28,226.18,247.66,254.83,266.20,261.98,266.73,256.06,270.05,287.73,279.68,269.55,,,
MWI,Malawi,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,114.65,113.65,121.96,117.40,135.63,117.97,107.17,110.17,115.77,135.23,120.89,127.22,122.05,125.29,121.04,110.87,107.06,101.19,120.06,,,
MYS,Malaysia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,470.39,520.44,524.71,581.61,545.84,640.36,602.52,558.93,551.93,491.54,529.64,569.01,533.63,598.27,587.44,608.83,562.56,573.97,585.70,,,
MYT,Mayotte,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
NAM,Namibia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,1.30,2.40,2.24,2.86,4.26,243.23,258.03,247.11,250.75,215.37,207.25,242.31,245.46,251.07,236.48,245.55,246.09,244.95,311.41,,,
NCL,New Caledonia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
NER,Niger,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,152.32,146.64,149.86,165.66,157.96,162.35,173.25,168.00,161.51,160.22,122.02,108.68,113.16,116.18,116.06,104.12,97.54,100.68,90.28,,,
NGA,Nigeria,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,328.25,312.46,435.36,394.33,306.03,223.43,247.99,240.09,235.62,259.77,435.71,444.86,515.73,443.80,418.11,425.29,354.97,320.38,326.63,,,
NIC,Nicaragua,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,340.18,266.61,319.74,296.89,318.87,334.33,324.13,334.03,351.46,348.07,338.07,343.45,338.93,356.66,340.48,313.76,321.26,329.81,308.17,,,
NIU,Niue,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
NLD,Netherlands,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,417.77,429.14,410.72,415.36,404.81,400.68,409.56,375.73,355.63,315.82,308.20,305.87,314.94,318.76,315.10,300.62,281.66,280.22,277.05,,,
NOR,Norway,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,229.99,228.00,204.10,209.54,186.29,201.73,192.99,188.38,185.94,216.11,198.00,205.57,184.47,207.97,200.42,193.71,197.84,195.49,215.92,,,
NPL,Nepal,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,46.88,66.74,88.82,94.25,100.81,116.79,135.45,144.35,113.35,155.24,146.84,149.65,117.26,122.88,110.10,124.29,123.65,123.00,120.03,,,
NRU,Nauru,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
NZL,New Zealand,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,368.58,380.20,402.31,368.66,362.88,354.24,378.16,388.88,374.37,373.38,376.86,380.96,357.25,344.65,331.10,319.00,313.77,299.44,304.12,,,
OMN,Oman,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,377.96,376.90,384.09,403.26,440.11,437.38,405.60,391.83,407.95,510.19,512.87,442.26,538.77,687.45,641.88,677.68,721.40,700.74,703.94,,,
PAK,Pakistan,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,378.39,358.47,354.99,373.87,391.96,371.87,396.50,393.62,395.79,392.46,399.16,398.15,406.37,403.94,416.48,401.56,403.72,421.36,420.66,,,
PAN,Panama,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,213.71,211.30,231.18,225.42,253.82,181.16,247.66,284.01,264.10,242.24,240.87,289.85,236.05,238.91,209.35,203.21,211.83,184.17,173.80,,,
PER,Peru,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,218.05,205.85,206.44,227.67,199.00,188.38,187.45,197.32,201.52,210.84,211.34,189.09,180.20,168.07,193.58,212.58,186.38,210.68,178.74,,,
PHL,Philippines,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,283.19,293.14,320.79,320.19,336.51,360.52,354.30,397.18,390.44,365.60,379.36,359.62,341.99,326.60,317.15,310.61,246.22,268.33,272.64,,,
PLW,Palau,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,1041.08,538.75,594.50,554.05,516.25,482.70,471.85,462.60,489.00,487.54,752.01,779.28,821.13,782.77,756.23,775.76,786.94,827.49,,,
PNG,Papua New Guinea,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,304.97,268.38,234.48,192.70,198.95,192.28,189.39,232.82,268.67,229.02,256.20,308.30,335.78,371.21,408.13,405.57,393.78,248.89,157.98,,,
POL,Poland,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,1177.50,1248.24,1202.11,1142.67,1035.78,998.69,972.60,888.56,788.25,731.52,667.52,662.00,639.92,632.54,601.00,577.42,571.56,528.19,503.81,,,
PRI,Puerto Rico,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
PRK,"Korea, Dem. Rep.",EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
PRT,Portugal,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,271.09,286.56,307.75,284.78,289.75,298.52,279.69,281.06,291.00,311.55,291.79,285.70,301.54,279.12,283.36,290.73,259.39,258.17,241.37,,,
PRY,Paraguay,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,133.14,128.25,145.59,157.74,180.22,193.65,182.53,198.19,211.52,214.70,181.97,184.67,188.48,189.54,182.83,166.56,166.08,161.43,151.87,,,
PYF,French Polynesia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
QAT,Qatar,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,906.53,760.34,725.97,819.04,844.26,909.35,845.46,791.89,636.13,,,
ROM,Romania,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,871.10,865.82,863.68,830.89,764.32,784.80,750.50,725.20,680.86,595.80,585.79,589.23,540.14,534.42,490.12,468.43,466.32,424.49,373.10,,,
RUS,Russian Federation,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,1461.53,1462.83,1444.81,1455.13,1488.60,1387.19,1403.74,1339.36,1232.84,1166.28,1108.26,1065.02,1004.98,952.23,909.83,837.26,815.11,,,
RWA,Rwanda,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,132.13,125.34,119.76,131.08,254.43,185.93,169.84,154.39,139.43,135.53,128.12,118.71,106.95,103.53,97.44,89.14,81.63,80.26,71.07,,,
SAS,South Asia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,568.74,592.48,595.93,593.83,596.15,591.13,603.51,603.91,586.15,584.96,584.21,568.13,559.84,542.08,531.36,509.63,501.35,492.81,504.64,,,
SAU,Saudi Arabia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,690.26,789.82,806.42,887.06,867.37,654.50,696.86,569.71,529.63,584.96,730.95,722.31,788.73,733.10,744.50,748.17,757.60,769.20,805.70,,,
SDN,Sudan,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,203.83,183.72,152.19,88.99,134.65,131.54,115.18,132.28,109.91,115.59,115.87,125.63,151.98,158.50,178.10,193.60,169.44,166.89,173.15,,,
SEN,Senegal,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,297.43,312.07,313.19,319.27,346.69,294.72,309.21,261.63,259.55,263.37,271.65,285.63,297.95,307.95,306.32,321.82,256.53,274.44,246.02,,,
SGP,Singapore,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,612.50,581.13,575.49,561.01,607.11,407.85,444.41,512.54,433.23,357.84,310.84,282.57,266.62,210.01,226.18,259.78,227.49,157.36,139.04,,,
SID,Small island developing states,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,648.74,627.10,614.03,576.56,608.04,513.47,524.94,530.90,469.96,447.54,439.14,431.18,423.73,394.97,393.38,391.55,377.91,337.78,351.52,,,
SLB,Solomon Islands,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,222.79,210.17,186.51,175.30,156.80,151.79,149.39,151.57,148.92,153.04,178.51,202.61,208.44,204.05,194.52,184.52,172.53,171.76,160.07,,,
SLE,Sierra Leone,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,138.61,163.53,203.49,214.73,252.32,275.98,279.27,341.34,322.33,344.33,358.82,413.10,450.14,423.29,343.02,378.33,346.51,344.80,332.19,,,
SLV,El Salvador,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,133.27,158.77,156.68,165.59,177.78,199.18,181.56,204.95,199.31,188.90,186.34,189.76,188.28,199.69,187.84,184.66,180.72,183.80,158.93,,,
SMR,San Marino,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
SRB,Serbia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,734.11,733.43,684.03,663.17,,,
SSA,Sub-Saharan Africa,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,560.19,564.87,572.96,592.79,586.86,557.40,547.13,538.41,522.23,517.09,529.84,510.58,496.85,495.42,509.10,485.43,450.33,443.51,428.61,,,
STP,Sao Tome and Principe,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,561.92,584.15,573.21,555.64,593.67,556.53,525.02,496.24,,,
SUR,Suriname,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,836.42,943.92,950.77,1046.51,1017.03,1014.48,978.18,929.89,925.11,928.46,917.96,935.54,886.67,832.37,785.71,777.92,767.97,730.26,697.74,,,
SVK,Slovak Republic,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,871.48,812.27,753.24,767.34,698.64,648.23,639.61,589.63,533.03,554.94,529.16,508.14,474.68,449.90,412.04,350.26,338.60,,,
SVN,Slovenia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,459.46,451.81,368.15,457.96,462.61,470.68,435.24,403.02,372.25,375.48,367.16,358.99,349.37,337.63,326.31,304.86,312.11,,,
SWE,Sweden,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,245.95,266.44,278.10,264.18,269.69,246.25,273.97,240.16,232.33,206.44,192.57,195.26,213.99,199.48,190.42,174.57,160.92,150.99,155.10,,,
SWZ,Swaziland,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,140.84,105.31,83.81,40.77,144.00,131.41,95.14,323.32,317.53,313.36,272.89,260.18,251.41,223.88,216.08,209.16,202.59,204.90,205.62,,,
SXM,Sint Maarten (Dutch part),EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
